product_id,ten_san_pham,loai,thanh_phan,quy_cach,cong_dung,trieu_chung,nguyen_nhan,doi_tuong_cay_trong,thoi_diem_xu_ly,huong_dan_su_dung,an_toan_su_dung,gia,url_img
sp43,NAA 1.8SL,thuoc_kich_thich_sinh_truong,Alpha-naphthalene acetic acid NAA: 18g/lít,Chai 100ml,"Hạn chế rụng trái non, kích thích ra rễ, tăng đậu trái","Trái non rụng nhiều, cành giâm khó ra rễ","Mất cân bằng auxin, cây bị sốc sau đậu trái hoặc cành giâm chưa hình thành rễ","Cây ăn trái, hoa kiểng, rau màu, cây giâm cành","Sau đậu trái, khi giâm hom, giai đoạn cây cần phục hồi rễ",Pha 5-10ml/bình 16 lít cho phun; xử lý hom theo nhãn,"Dùng sai liều có thể gây rụng lá, dị dạng trái; đọc kỹ hướng dẫn",Khoảng 45.000 - 75.000 VNĐ,IMG/sp43
sp44,ATONIK 1.8SL,thuoc_kich_thich_sinh_truong,Sodium nitrophenolate hỗn hợp: 1.8%,Chai 100ml,"Kích thích sinh trưởng, tăng trao đổi chất, phục hồi cây sau stress","Cây chậm hồi phục, lá nhỏ, ra hoa kém đồng loạt","Cây bị stress do thời tiết, sâu bệnh, ngộ độc hoặc thiếu dinh dưỡng","Lúa, rau màu, cây ăn trái, hoa, cây công nghiệp","Sau cấy, sau trồng, trước ra hoa, sau khi cây bị stress",Pha 6-10ml/bình 16 lít; phun 1-2 lần cách 7 ngày,Không thay thế phân bón; không dùng quá liều vì dễ rối loạn sinh trưởng,Khoảng 55.000 - 85.000 VNĐ,IMG/sp44
sp45,PACLOBUTRAZOL 15WP,thuoc_kich_thich_sinh_truong,Paclobutrazol: 15% w/w,Gói 100g,"Ức chế sinh trưởng thân lá, hỗ trợ phân hóa mầm hoa","Cây quá tốt lá, khó ra hoa, ra đọt liên tục","Dư đạm, cây sinh trưởng sinh dưỡng mạnh, chưa chuyển sang sinh sản","Xoài, sầu riêng, nhãn, cây ăn trái theo kỹ thuật xử lý","Trước giai đoạn xử lý ra hoa, khi cây đã đủ sức",Liều phụ thuộc tuổi cây và đường kính tán; thường tưới quanh vùng rễ theo nhãn,Không dùng cho cây yếu; dư liều gây suy cây kéo dài nhiều vụ,Khoảng 70.000 - 120.000 VNĐ,IMG/sp45
sp46,CYTOKININ 6-BA 2SL,thuoc_kich_thich_sinh_truong,6-Benzylaminopurine 6-BA: 20g/lít,Chai 100ml,"Kích thích phân chia tế bào, bật chồi, tăng kích thước trái non","Chồi ngủ khó bật, trái phát triển không đều, cành ít nhánh",Thiếu cân bằng cytokinin hoặc cây suy sau thu hoạch,"Hoa kiểng, cây ăn trái, rau màu, vườn ươm","Sau cắt tỉa, giai đoạn nuôi trái non, kích chồi",Pha 5-10ml/bình 16 lít; phun theo tán hoặc xử lý điểm,Dùng đúng liều; không phun khi cây thiếu nước nặng,Khoảng 80.000 - 130.000 VNĐ,IMG/sp46
sp47,ETHREL 480SL,thuoc_kich_thich_sinh_truong,Ethephon: 480g/lít,Chai 500ml,"Thúc chín đồng loạt, xử lý ra hoa một số cây, điều hòa sinh trưởng","Trái chín không đều, ra hoa lệch vụ khó kiểm soát",Cần điều chỉnh ethylene nội sinh để thúc đẩy quá trình chín/ra hoa,"Dứa, cao su, cà phê, một số cây ăn trái theo nhãn",Giai đoạn xử lý chín hoặc xử lý ra hoa theo quy trình kỹ thuật,Pha theo nhãn từng cây; không dùng tùy tiện vì liều rất nhạy,Có tính acid; tránh dính da mắt; không pha với thuốc kiềm mạnh,Khoảng 90.000 - 150.000 VNĐ,IMG/sp47
sp48,ROOTMAX KÍCH RỄ,phan_bon,N: 5%; P2O5: 30%; Humic: 5%; Amino acid; Vitamin B1; Zn,Chai 1 lít,"Kích thích ra rễ trắng, phục hồi cây sau trồng hoặc sau úng","Cây héo nhẹ, chậm bén rễ, rễ ít lông hút","Rễ bị tổn thương do bứng trồng, úng nước, đất bí hoặc thiếu lân","Cây con, rau màu, cây ăn trái, hoa kiểng","Sau trồng, sau thay chậu, sau ngập úng, sau thu hoạch",Pha 30-50ml/bình 16 lít tưới gốc; 7 ngày/lần,Không tưới lúc đất quá khô nóng; cần kết hợp cải tạo thoát nước,Khoảng 95.000 - 140.000 VNĐ,IMG/sp48
sp49,SIÊU KALI BO,phan_bon,K2O: 30%; Bo B: 3%; MgO: 2%; phụ gia hữu cơ,Gói 500g,"Tăng vận chuyển đường, chắc trái, hạn chế rụng và nứt trái","Trái nhạt, vỏ mỏng, dễ nứt, rụng sinh lý",Thiếu Kali và Bo trong giai đoạn trái lớn nhanh,"Sầu riêng, xoài, cam quýt, thanh long, cà phê, hồ tiêu","Sau đậu trái, giai đoạn trái phát triển, trước thu hoạch 20-30 ngày",Pha 25-40g/bình 16 lít; phun 2-3 lần cách 7-10 ngày,Không phun quá gần thu hoạch nếu có phối thuốc BVTV; tránh pha với Canxi đậm đặc,Khoảng 65.000 - 95.000 VNĐ,IMG/sp49
sp50,PHÂN BÓN LÁ VI LƯỢNG CHELATE,phan_bon,"Fe-EDTA: 3%; Zn-EDTA: 3%; Mn-EDTA: 2%; Cu-EDTA: 1%; B: 1%; Mo: 0,05%",Gói 250g,"Bổ sung vi lượng tổng hợp, chống vàng lá, tăng quang hợp và sức đề kháng","Lá non vàng, gân xanh; đọt nhỏ; cây ra hoa kém","Thiếu vi lượng do đất pH cao/thấp, rễ yếu hoặc bón NPK mất cân đối","Rau màu, cây ăn trái, hoa, lúa, cà phê, hồ tiêu","Giai đoạn cây con, ra đọt non, trước ra hoa, sau thu hoạch",Pha 10-20g/bình 16 lít; phun sáng sớm hoặc chiều mát,"Không pha chung với vôi, thuốc kiềm mạnh; đậy kín sau khi dùng",Khoảng 45.000 - 70.000 VNĐ,IMG/sp50
sp51,NPK 15-15-15 TE,phan_bon,"N: 15%; P2O5: 15%; K2O: 15%; S: 5%; TE: Zn, B, Mn",Bao 50kg,"Cung cấp dinh dưỡng cân đối, giúp cây phát triển đồng đều thân, lá, rễ và trái","Cây còi, lá nhạt màu, ra hoa đậu trái kém, trái nhỏ",Đất thiếu dinh dưỡng đa lượng hoặc bón phân không cân đối,"Lúa, rau màu, cây ăn trái, cà phê, hồ tiêu, cao su","Bón thúc sinh trưởng, sau thu hoạch, trước ra hoa hoặc giai đoạn nuôi trái","Bón 200-500kg/ha tùy cây; cây ăn trái 0,5-2kg/gốc, vùi nhẹ và tưới nước",Không bón sát gốc non; tránh bón khi đất quá khô hoặc trời nắng gắt,Khoảng 720.000 - 950.000 VNĐ/bao,IMG/sp51
sp52,NPK 12-12-17+2MgO,phan_bon,N: 12%; P2O5: 12%; K2O: 17%; MgO: 2%; TE,Bao 50kg,"Tăng kali và magie, giúp chắc trái, xanh lá, tăng phẩm chất nông sản","Lá già vàng mép, trái nhỏ, chất lượng thấp, cây yếu khi nuôi trái",Thiếu Kali và Magie trong giai đoạn nuôi trái hoặc đất bị rửa trôi,"Sầu riêng, cam quýt, xoài, cà phê, hồ tiêu, rau ăn quả","Giai đoạn sau đậu trái, nuôi trái, nuôi hạt, sau thu hoạch phục hồi cây","Bón 0,5-2kg/gốc cây ăn trái hoặc 250-500kg/ha tùy mật độ",Không bón quá liều gây mặn rễ; kết hợp tưới đủ ẩm,Khoảng 780.000 - 1.050.000 VNĐ/bao,IMG/sp52
sp53,NPK 13-13-13+TE,phan_bon,"N: 13%; P2O5: 13%; K2O: 13%; TE: Zn, B, Fe, Mn",Bao 25kg,"Bón nền đa dụng, cân bằng dinh dưỡng cho cây con và cây kinh doanh","Sinh trưởng chậm, bộ rễ kém, lá xanh không đều","Thiếu đồng thời đạm, lân, kali và vi lượng do đất nghèo dinh dưỡng","Rau màu, hoa kiểng, cây ăn trái, lúa, cây công nghiệp","Bón lót, bón thúc đầu vụ, sau cắt tỉa hoặc sau thu hoạch",Bón 150-400kg/ha; cây chậu dùng 5-20g/chậu tùy kích thước,Đọc kỹ hướng dẫn từng cây; không để phân tiếp xúc trực tiếp rễ non,Khoảng 360.000 - 480.000 VNĐ/bao 25kg,IMG/sp53
sp54,NPK 20-10-10+TE,phan_bon,N: 20%; P2O5: 10%; K2O: 10%; TE,Bao 25kg,"Kích thích ra đọt, phát triển thân lá, phục hồi cây sau thu hoạch","Cây ra đọt yếu, lá nhỏ, tán thưa, vàng lá nhẹ",Thiếu đạm và dinh dưỡng sau giai đoạn nuôi trái hoặc cắt tỉa,"Cây ăn trái, rau ăn lá, cà phê, tiêu, hoa kiểng","Sau thu hoạch, sau cắt cành, giai đoạn cây cần phát triển tán lá","Bón 0,3-1,5kg/gốc tùy tuổi cây hoặc 200-400kg/ha",Không dùng nhiều sát giai đoạn xử lý ra hoa vì dễ làm cây đi đọt,Khoảng 390.000 - 560.000 VNĐ/bao,IMG/sp54
sp55,NPK 7-5-44,phan_bon,N: 7%; P2O5: 5%; K2O: 44%; TE,Gói 500g,"Tăng kali cao, giúp trái lớn nhanh, chắc, ngọt và lên màu tốt","Trái phát triển chậm, nhạt vị, mềm trái, dễ nứt",Cây thiếu kali ở giai đoạn cuối nuôi trái hoặc năng suất cao làm cạn dinh dưỡng,"Dưa hấu, ớt, cà chua, thanh long, xoài, cam quýt","Giai đoạn trái lớn, trước thu hoạch 20-30 ngày tùy cây","Pha 20-30g/bình 16 lít, phun 2-3 lần cách nhau 7-10 ngày",Không pha chung với Canxi đậm đặc; không phun quá gần ngày thu hoạch nếu phối thuốc BVTV,Khoảng 65.000 - 95.000 VNĐ,IMG/sp55
sp56,MKP 0-52-34,phan_bon,Mono potassium phosphate; P2O5: 52%; K2O: 34%,Gói 1kg,"Bổ sung lân và kali tinh khiết, hỗ trợ ra hoa, chắc trái, tăng chất lượng","Ra hoa kém, trái non rụng, trái chậm lớn, cây mất cân đối dinh dưỡng",Thiếu lân-kali hoặc cây cần chuyển từ sinh trưởng sang sinh sản,"Cây ăn trái, rau ăn quả, hoa, nho, thanh long","Trước ra hoa, sau đậu trái, giai đoạn nuôi trái",Pha 20-40g/bình 16 lít; tưới nhỏ giọt theo nồng độ khuyến cáo,Không pha trực tiếp với Canxi hoặc Magie đậm đặc vì dễ kết tủa,Khoảng 110.000 - 160.000 VNĐ/kg,IMG/sp56
sp57,CANXI NITRAT 15.5-0-0+26CaO,phan_bon,"N dạng nitrate: 15,5%; CaO: 26%",Bao 25kg,"Cung cấp Canxi dễ hấp thu, hạn chế thối đít trái, nứt trái, cháy mép lá","Đọt non cháy mép, trái thối đáy, vỏ trái yếu, rễ non kém","Thiếu Canxi do đất khô, mặn, cạnh tranh dinh dưỡng hoặc rễ yếu","Rau ăn quả, dưa, cà chua, ớt, cây ăn trái, hoa","Giai đoạn cây con, ra hoa, sau đậu trái, trái lớn nhanh",Bón gốc 50-150kg/ha hoặc pha tưới 1-2kg/200 lít nước tùy cây,"Không trộn chung với phân lân, sulfate đậm đặc; bảo quản tránh ẩm",Khoảng 320.000 - 460.000 VNĐ/bao,IMG/sp57
sp58,MAGIE SULPHATE MgSO4,phan_bon,MgO: 16%; SO3: 32%; dạng magnesium sulfate,Bao 25kg,"Bổ sung Magie và Lưu huỳnh, tăng diệp lục và quang hợp","Lá già vàng giữa gân, gân còn xanh, cây kém xanh","Thiếu Mg do đất chua, rửa trôi hoặc bón Kali/Canxi quá nhiều","Cà phê, hồ tiêu, sầu riêng, cam quýt, rau màu, hoa","Giai đoạn phát triển lá, sau thu hoạch, trước ra hoa",Bón 100-300kg/ha hoặc phun 20-30g/bình 16 lít dạng hòa tan,Không pha chung Canxi nitrat đậm đặc; tránh bón quá liều gây mất cân đối,Khoảng 260.000 - 380.000 VNĐ/bao,IMG/sp58
sp59,SILIC KALI,phan_bon,SiO2 hữu hiệu: 20%; K2O: 10%; vi lượng,Chai 1 lít,"Tăng cứng cây, dày lá, cứng vỏ trái, hạn chế đổ ngã và sâu bệnh xâm nhập","Lúa dễ đổ ngã, lá mỏng, trái dễ trầy xước, cây yếu","Thiếu Silic và Kali, mô cây mềm do dư đạm hoặc thời tiết bất lợi","Lúa, dưa, rau màu, cây ăn trái, mía","Giai đoạn lúa đẻ nhánh-làm đòng, cây ăn trái nuôi trái",Pha 25-40ml/bình 16 lít; phun 2-3 lần cách 7-10 ngày,Không pha với thuốc/phân có pH quá thấp; thử trước khi phối trộn,Khoảng 90.000 - 140.000 VNĐ,IMG/sp59
sp60,AMINO ACID 80%,phan_bon,Amino acid tổng số: 80%; N hữu cơ; peptide sinh học,Gói 500g,"Giải độc, phục hồi cây, tăng hấp thu dinh dưỡng và tăng sức chống chịu","Cây chậm phục hồi sau hạn, úng, ngộ độc thuốc hoặc sau thu hoạch","Cây bị stress sinh lý, rễ yếu, mất cân bằng dinh dưỡng","Rau màu, cây ăn trái, lúa, hoa, cà phê, tiêu","Sau stress thời tiết, sau phun thuốc, sau thu hoạch hoặc giai đoạn nuôi trái",Pha 10-20g/bình 16 lít phun lá hoặc 500g/400 lít tưới gốc,Không thay thế phân đa lượng; bảo quản kín để tránh hút ẩm,Khoảng 95.000 - 150.000 VNĐ,IMG/sp60
sp61,PHÂN CÁ THỦY PHÂN,phan_bon,Đạm hữu cơ: 5%; amino acid; acid hữu cơ; khoáng vi lượng từ cá,Can 5 lít,"Tăng hữu cơ, kích rễ, cải tạo đất và giúp cây xanh bền","Đất chai, cây kém hấp thu, lá thiếu sức sống","Đất thiếu hữu cơ, hệ vi sinh yếu, rễ hoạt động kém","Rau hữu cơ, cây ăn trái, hoa, cây công nghiệp","Tưới định kỳ trong mùa sinh trưởng, sau thu hoạch, sau trồng",Pha 100-200ml/20 lít nước tưới gốc; 7-15 ngày/lần,"Có mùi hữu cơ đặc trưng; đậy kín, tránh nắng trực tiếp",Khoảng 180.000 - 280.000 VNĐ/can,IMG/sp61
sp62,PHÂN DƠI HỮU CƠ,phan_bon,Hữu cơ: 50%; P2O5: 8%; N: 3%; K2O: 2%; vi sinh có ích,Bao 10kg,"Bổ sung hữu cơ và lân tự nhiên, giúp rễ khỏe, ra hoa tốt","Cây chậm ra hoa, đất nghèo hữu cơ, rễ yếu","Đất bạc màu, thiếu lân hữu cơ và vi sinh vật có lợi","Hoa kiểng, rau màu, cây ăn trái, lan, cây chậu","Bón lót, bón trước ra hoa, sau thay chậu","Bón 0,5-2kg/gốc hoặc 20-50g/chậu tùy kích thước",Cần ủ hoai kỹ nếu dùng dạng thô; bảo quản khô tránh nấm mốc,Khoảng 70.000 - 120.000 VNĐ/bao,IMG/sp62
sp63,BOKASHI HỮU CƠ VI SINH,phan_bon,"Hữu cơ lên men; vi sinh Lactobacillus, Bacillus, nấm men; khoáng tự nhiên",Bao 20kg,"Cải tạo đất, tăng vi sinh, giảm mùi phân hữu cơ, giúp cây hấp thu tốt","Đất chai cứng, cây sinh trưởng yếu, rễ ít lông hút","Đất nghèo hữu cơ, hệ vi sinh đất suy giảm, bón phân hóa học lâu năm","Rau màu, cây ăn trái, hoa, cây công nghiệp","Bón lót trước trồng, bón bổ sung định kỳ 1-2 tháng/lần",Bón 500-1500kg/ha hoặc 1-5kg/gốc tùy tuổi cây,Không phơi nắng trực tiếp lâu; giữ ẩm đất sau bón,Khoảng 90.000 - 150.000 VNĐ/bao,IMG/sp63
sp64,ĐẠM CÁ + RONG BIỂN,phan_bon,Amino acid cá: 15%; dịch rong biển: 10%; K2O: 3%; vi lượng,Chai 1 lít,"Phục hồi cây nhanh, kích rễ, kích chồi, tăng sức đề kháng sinh lý","Lá xỉn màu, đọt chậm ra, cây suy sau thu hoạch",Thiếu dinh dưỡng hữu cơ dễ hấp thu hoặc cây bị stress,"Cây ăn trái, rau, hoa, lúa, cây công nghiệp","Sau thu hoạch, sau sâu bệnh, thời kỳ cây con và ra đọt",Pha 25-40ml/bình 16 lít phun lá hoặc 50ml/20 lít tưới gốc,Không pha với thuốc có tính kiềm mạnh; lắc đều trước khi dùng,Khoảng 100.000 - 160.000 VNĐ,IMG/sp64
sp65,VI LƯỢNG BO 15%,phan_bon,Boron B: 15%; dạng hòa tan nhanh,Gói 500g,"Tăng thụ phấn, đậu trái, vận chuyển đường và hạn chế nứt trái","Hoa rụng, trái méo, trái rỗng ruột, nứt trái",Thiếu Bo trong giai đoạn ra hoa và nuôi trái; đất khô hạn làm Bo khó vận chuyển,"Cây ăn trái, rau ăn quả, cà phê, đậu, lúa","Trước ra hoa 10-15 ngày, sau đậu trái, giai đoạn trái lớn",Pha 10-20g/bình 16 lít hoặc bón gốc liều thấp theo khuyến cáo,Bo dễ gây độc nếu quá liều; không dùng tùy tiện cho cây mẫn cảm,Khoảng 45.000 - 75.000 VNĐ,IMG/sp65
sp66,SẮT CHELATE Fe-EDDHA 6%,phan_bon,Fe-EDDHA: 6%; sắt chelate bền trong pH cao,Gói 100g,"Khắc phục vàng lá gân xanh do thiếu sắt, đặc biệt trên đất kiềm","Lá non vàng nhạt nhưng gân còn xanh, đọt yếu","Thiếu Fe do pH đất cao, rễ yếu, đất bị úng hoặc nhiều vôi","Cam quýt, sầu riêng, rau màu, hoa kiểng, cây chậu",Khi xuất hiện vàng lá non hoặc bón phòng trên đất kiềm,Pha tưới 5-10g/gốc nhỏ hoặc 20-50g/gốc lớn tùy cây,Không pha với thuốc kiềm mạnh; bảo quản kín tránh ánh sáng,Khoảng 85.000 - 130.000 VNĐ,IMG/sp66
sp67,MOLYPDEN 5%,phan_bon,Molybdenum Mo: 5%; phụ gia hòa tan,Gói 100g,"Hỗ trợ cố định đạm, chuyển hóa nitrate, giảm vàng lá do rối loạn đạm","Lá vàng, cây họ đậu nốt sần kém, rau phát triển chậm","Thiếu Mo, đặc biệt trên đất chua làm cây khó chuyển hóa đạm","Đậu nành, đậu phộng, rau họ cải, lúa, cây ăn trái","Giai đoạn cây con, trước ra hoa, khi lá vàng do rối loạn dinh dưỡng",Pha 2-5g/bình 16 lít; phun 1-2 lần cách nhau 10 ngày,Dùng liều thấp; không trộn với dung dịch quá kiềm hoặc quá acid,Khoảng 35.000 - 60.000 VNĐ,IMG/sp67
sp68,COPPER OXYCHLORIDE 85WP,thuoc_tru_benh,Copper oxychloride: 85% w/w,Gói 100g,"Phòng trị bệnh do nấm và vi khuẩn như loét, đốm lá, sẹo trái","Vết bệnh có quầng vàng, lá đốm nâu, trái bị sẹo sần","Vi khuẩn/nấm xâm nhập qua vết thương sau mưa, cắt tỉa, côn trùng chích hút","Cam quýt, xoài, cà chua, ớt, cây ăn trái","Phun phòng trước mưa, sau cắt tỉa hoặc khi bệnh mới xuất hiện",Pha 20-30g/bình 16 lít; phun phủ đều tán lá và trái,Có thể gây xót lá non; không pha với phân bón lá chứa lân cao,Khoảng 40.000 - 65.000 VNĐ,IMG/sp68
sp69,MANCOZEB 80WP,thuoc_tru_benh,Mancozeb: 80% w/w,Gói 100g,"Phòng trị đốm lá, thán thư, sương mai, cháy lá","Lá có đốm nâu, mép cháy, trái có vết bệnh lan rộng","Nấm bệnh phát triển khi ẩm độ cao, mưa nhiều, tán cây rậm","Khoai tây, cà chua, dưa, xoài, thanh long, rau màu",Phun phòng định kỳ mùa mưa hoặc khi bệnh mới chớm,Pha 25-40g/bình 16 lít; phun ướt đều hai mặt lá,Không dùng quá gần thu hoạch; mang khẩu trang khi pha bột thuốc,Khoảng 30.000 - 55.000 VNĐ,IMG/sp69
sp70,CHLOROTHALONIL 75WP,thuoc_tru_benh,Chlorothalonil: 75% w/w,Gói 100g,"Thuốc tiếp xúc phổ rộng, phòng trị đốm lá, cháy lá, sương mai","Lá xuất hiện đốm tròn, cháy mép, bệnh lan nhanh sau mưa",Bào tử nấm bám trên bề mặt lá trong điều kiện ẩm,"Rau màu, đậu, khoai, cây ăn trái, hoa",Phun phòng trước thời kỳ bệnh thường phát sinh hoặc sau mưa,Pha 20-30g/bình 16 lít; phun phủ đều bề mặt lá,Không pha với dầu khoáng; tránh hít bụi thuốc khi pha,Khoảng 45.000 - 75.000 VNĐ,IMG/sp70
sp71,CYMOXANIL + MANCOZEB 72WP,thuoc_tru_benh,Cymoxanil: 8%; Mancozeb: 64%,Gói 100g,"Đặc trị sương mai, mốc sương, cháy lá do nấm giả","Mặt dưới lá có mốc trắng, lá vàng loang, vết bệnh lan nhanh","Nấm giả phát triển mạnh khi đêm lạnh, ngày ẩm, mưa kéo dài","Dưa leo, nho, khoai tây, cà chua, rau màu",Khi bệnh mới chớm hoặc phun phòng trước mưa kéo dài,Pha 25-35g/bình 16 lít; phun 2 lần cách 5-7 ngày,Luân phiên hoạt chất; không phun quá liều trên cây non,Khoảng 40.000 - 70.000 VNĐ,IMG/sp71
sp72,FOSETYL-AL 80WP,thuoc_tru_benh,Fosetyl-aluminium: 80% w/w,Gói 100g,"Phòng trị thối rễ, xì mủ, sương mai; tăng sức đề kháng cây","Gốc xì mủ, rễ thối, lá vàng rụng, cây suy nhanh","Nấm Phytophthora và Pythium gây hại trong đất ẩm, thoát nước kém","Sầu riêng, cam quýt, hồ tiêu, dưa, cây ăn trái","Đầu mùa mưa, sau mưa kéo dài, khi vườn có biểu hiện thối rễ",Pha 30-40g/bình 16 lít phun hoặc tưới gốc theo nhãn,Kết hợp cải tạo thoát nước; không chỉ dựa vào thuốc khi đất úng nặng,Khoảng 70.000 - 110.000 VNĐ,IMG/sp72
sp73,METALAXYL 25WP,thuoc_tru_benh,Metalaxyl: 25% w/w,Gói 100g,"Trị nấm giả, thối rễ, chết cây con, sương mai","Cây con héo rũ, gốc thâm, lá có mốc trắng dưới mặt lá","Nấm Pythium, Phytophthora, Peronospora phát sinh do ẩm độ cao","Dưa, rau màu, hồ tiêu, cây con vườn ươm","Xử lý đất trước trồng, tưới gốc khi bệnh mới xuất hiện",Pha 15-25g/bình 16 lít tưới gốc hoặc phun theo nhãn,Dễ kháng thuốc nếu dùng đơn hoạt chất liên tục; cần luân phiên,Khoảng 35.000 - 60.000 VNĐ,IMG/sp73
sp74,TRIFLOXYSTROBIN + TEBUCONAZOLE,thuoc_tru_benh,Trifloxystrobin: 25%; Tebuconazole: 50%; dạng WG,Gói 50g,"Trừ thán thư, phấn trắng, đốm lá, lem lép hạt; hiệu lực phòng và trị","Lá đốm nâu, trái thán thư lõm, bông lúa lem lép","Tổ hợp nấm bệnh phát sinh trong giai đoạn ẩm, cây rậm tán","Lúa, xoài, ớt, cà chua, nho, cây ăn trái","Khi bệnh mới xuất hiện, trước trổ lúa hoặc trước mùa mưa",Pha 3-5g/bình 16 lít; phun đều tán cây,Không dùng liên tục nhiều lần; tuân thủ thời gian cách ly,Khoảng 95.000 - 150.000 VNĐ,IMG/sp74
